Country,Year,GDPLog,UrbPer1,GDPLog1
Algeria,2007,-0.004173174,0.01546926,-0.004173174
Algeria,2008,-0.004948034,0.026508172,-0.004948034
Algeria,2009,-0.005484657,-0.028134133,-0.005484657
Algeria,2010,-0.005721477,0.017324099,-0.005721477
Algeria,2011,-0.005930097,0.023003985,-0.005930097
Algeria,2012,-0.006069137,0.002777795,-0.006069137
Algeria,2013,-0.005918178,-0.00166255,-0.005918178
Angola,1971,0.04397562,0.005012953,0.04397562
Angola,1972,0.035154455,0.001264105,0.035154455
Angola,1973,0.033951515,0.028549602,0.033951515
Angola,1974,0.033169055,0.014062443,0.033169055
Angola,1975,0.032407184,-0.050954489,0.032407184
Angola,1976,0.032004989,-0.011347071,0.032004989
Angola,1977,0.031304971,0.01041621,0.031304971
Angola,1978,0.030305676,0.012826084,0.030305676
Angola,1979,0.028555214,0.012039121,0.028555214
Angola,1980,0.026645793,0.040538181,0.026645793
Angola,1981,0.024267558,-0.01529141,0.024267558
Angola,1982,0.022841706,-0.00554669,0.022841706
Angola,1983,0.023032436,0.000828548,0.023032436
Angola,1984,0.029797679,0.003754582,0.029797679
Angola,1985,0.032602379,0.02749234,0.032602379
Angola,1986,0.036100828,-0.013796736,0.036100828
Angola,1987,0.038704187,0.017683369,0.038704187
Angola,1988,0.039807076,0.007832019,0.039807076
Angola,1989,0.03857837,0.018802182,0.03857837
Angola,1990,0.036352167,0.010513338,0.036352167
Angola,1991,0.033611693,0.019776542,0.033611693
Angola,1992,0.031704655,0.01507279,0.031704655
Angola,1993,0.030815755,-0.049687225,0.030815755
Angola,1994,0.0287958,-0.000499725,0.0287958
Angola,1995,0.030670375,-0.112830541,0.030670375
Angola,1996,0.032896513,0.039724792,0.032896513
Angola,1997,0.033820833,0.021054278,0.033820833
Angola,1998,0.034121232,-0.030950953,0.034121232
Angola,1999,0.032791629,-0.013711514,0.032791629
Angola,2000,0.03061873,0.05642737,0.03061873
Angola,2001,0.028073571,0.005326937,0.028073571
Angola,2002,0.02639651,0.023706641,0.02639651
Angola,2003,0.025362241,0.024724213,0.025362241
Angola,2004,0.025336131,0.045990949,0.025336131
Angola,2005,0.02567515,0.066199397,0.02567515
Angola,2006,0.026361137,0.027336293,0.026361137
Angola,2007,0.026826833,0.04298101,0.026826833
Angola,2008,0.008766144,0.036598128,0.008766144
Angola,2009,0.009196631,-0.016812938,0.009196631
Angola,2010,0.009805077,0.006822183,0.009805077
Angola,2011,0.010408145,0.0240499,0.010408145
Angola,2012,0.011000644,0.008320881,0.011000644
Angola,2013,0.011459851,0.00265015,0.011459851
Argentina,1971,0.000706477,0.022160046,0.000706477
Argentina,1972,-0.001318157,-0.011552363,-0.001318157
Argentina,1973,-0.00164452,0.009765322,-0.00164452
Argentina,1974,-0.001396085,0.01621855,-0.001396085
Argentina,1975,-0.000830638,0.008684152,-0.000830638
Argentina,1976,-0.00014414,0.004886295,-0.00014414
Argentina,1977,0.000337926,0.013825495,0.000337926
Argentina,1978,0.000686472,0.002579513,0.000686472
Argentina,1979,0.000728692,0.016837263,0.000728692
Argentina,1980,0.000600943,0.010736642,0.000600943
Argentina,1981,-0.002391025,0.002276786,-0.002391025
Argentina,1982,-0.003695406,0.001582769,-0.003695406
Argentina,1983,-0.003713596,0.007863662,-0.003713596
Argentina,1984,-0.003626225,0.004835928,-0.003626225
Argentina,1985,-0.003515978,-0.006781266,-0.003515978
Argentina,1986,-0.003345053,0.020635497,-0.003345053
Argentina,1987,-0.003187933,0.001515393,-0.003187933
Argentina,1988,-0.002969408,0.016694078,-0.002969408
Argentina,1989,-0.002748511,-0.06120385,-0.002748511
Argentina,1990,-0.002442309,0.075199051,-0.002442309
Argentina,1991,-0.001610639,0.032795165,-0.001610639
Argentina,1992,0.002199589,0.019682404,0.002199589
Argentina,1993,0.00247786,0.002352861,0.00247786
Argentina,1994,0.002790198,0.007969339,0.002790198
Argentina,1995,0.003067258,-0.001206217,0.003067258
Argentina,1996,0.003339782,0.004517148,0.003339782
Argentina,1997,0.003576389,0.006732058,0.003576389
Argentina,1998,0.003979774,0.000970402,0.003979774
Argentina,1999,0.004493524,-0.006970072,0.004493524
Argentina,2000,0.005105571,-0.000895815,0.005105571
Argentina,2001,0.005676586,-0.007239438,0.005676586
Argentina,2002,0.00443061,-0.107924313,0.00443061
Argentina,2003,0.003684786,0.028442958,0.003684786
Argentina,2004,0.003904853,0.019000317,0.003904853
Argentina,2005,0.003932206,0.022053034,0.003932206
Argentina,2006,0.003978595,0.018843135,0.003978595
Argentina,2007,0.004023257,0.024621935,0.004023257
Argentina,2008,0.00406176,0.021974279,0.00406176
Argentina,2009,0.004033845,-0.008601417,0.004033845
Argentina,2010,0.004054646,0.02086594,0.004054646
Argentina,2011,0.004036078,0.019106815,0.004036078
Argentina,2012,0.004042684,0.007119885,0.004042684
Argentina,2013,0.004058899,0.000245417,0.004058899
Australia,1971,0.013084445,0.01114367,0.013084445
Australia,1972,-0.005607951,0.017784716,-0.005607951
Australia,1973,-0.002533921,0.042136303,-0.002533921
Australia,1974,-0.012437148,0.018594342,-0.012437148
Australia,1975,0.000514274,0.005880842,0.000514274
Australia,1976,0.002835717,0.007037363,0.002835717
Australia,1977,-0.001043359,-0.002246602,-0.001043359
Australia,1978,-0.001367042,0.015900941,-0.001367042
Australia,1979,-0.000520878,0.009875494,-0.000520878
Australia,1980,-0.001863444,0.014109482,-0.001863444
Australia,1981,-0.005517073,0.014922088,-0.005517073
Australia,1982,-0.003482838,-0.00674611,-0.003482838
Australia,1983,0.000709381,-0.001253739,0.000709381
Australia,1984,0.00194089,0.005846107,0.00194089
Australia,1985,-0.000419864,-0.014842049,-0.000419864
Australia,1986,-0.00307714,0.003676599,-0.00307714
Australia,1987,-0.000490643,0.016732619,-0.000490643
Australia,1988,-0.001593526,0.022997431,-0.001593526
Australia,1989,-0.002168795,0.008925413,-0.002168795
Australia,1990,3.35981E-06,-0.000262951,3.35981E-06
Australia,1991,0.002064905,0.000466733,0.002064905
Australia,1992,-0.001478012,-0.002293426,-0.001478012
Australia,1993,0.000870131,-0.003894701,0.000870131
Australia,1994,0.000110629,0.012490626,0.000110629
Australia,1995,-0.001355817,0.006816221,-0.001355817
Australia,1996,-0.002359904,0.009344638,-0.002359904
Australia,1997,0.001235003,-0.000900065,0.001235003
Australia,1998,0.002026932,-0.0126092,0.002026932
Australia,1999,0.001031405,0.00781605,0.001031405
Australia,2000,0.000559061,-0.005388992,0.000559061
Australia,2001,-0.001025468,-0.005994692,-0.001025468
Australia,2002,0.000609018,0.00995705,0.000609018
Australia,2003,0.000507604,0.023800971,0.000507604
Australia,2004,0.001305599,0.017634842,0.001305599
Australia,2005,-0.000301792,0.009748399,-0.000301792
Australia,2006,-0.001814367,0.005219856,-0.001814367
Australia,2007,0.004765246,0.015888214,0.004765246
Australia,2008,-0.008963097,0.004582682,-0.008963097
Australia,2009,-0.009537608,-0.005673674,-0.009537608
Australia,2010,-0.004483843,0.021186084,-0.004483843
Australia,2011,-0.00280399,0.014356047,-0.00280399
Australia,2012,-0.006108364,0.001392196,-0.006108364
Australia,2013,-0.006343392,-0.00383072,-0.006343392
Austria,1971,-0.00561913,0.019030229,-0.00561913
Austria,1972,-0.011375265,0.02661455,-0.011375265
Austria,1973,-0.011091375,0.036015192,-0.011091375
Austria,1974,-0.007296048,0.020948808,-0.007296048
Austria,1975,-0.002963321,0.015212257,-0.002963321
Austria,1976,-0.003854371,0.00819772,-0.003854371
Austria,1977,-0.005979074,0.021297981,-0.005979074
Austria,1978,-0.004799857,0.021301449,-0.004799857
Austria,1979,-0.003908193,0.019725316,-0.003908193
Austria,1980,-0.005614101,0.01151797,-0.005614101
Austria,1981,-0.007290536,-0.01545496,-0.007290536
Austria,1982,-0.000163591,0.000350523,-0.000163591
Austria,1983,0.002170971,0.001195552,0.002170971
Austria,1984,0.000617398,-0.006570012,0.000617398
Austria,1985,8.31414E-05,0.002111049,8.31414E-05
Austria,1986,-8.24927E-05,0.038887956,-8.24927E-05
Austria,1987,-7.94996E-05,0.023751724,-7.94996E-05
Austria,1988,-0.000861654,0.007153621,-0.000861654
Austria,1989,-0.003944612,-0.000504758,-0.003944612
Austria,1990,-0.007042033,0.022385251,-0.007042033
Austria,1991,-0.009372284,0.003577437,-0.009372284
Austria,1992,-0.010286234,0.010620849,-0.010286234
Austria,1993,-0.007553328,-0.00335729,-0.007553328
Austria,1994,-0.003179144,0.005806303,-0.003179144
Austria,1995,-0.000865347,0.016080464,-0.000865347
Austria,1996,-0.000683771,-0.001810365,-0.000683771
Austria,1997,-0.000469246,-0.010631676,-0.000469246
Austria,1998,-0.000431882,0.002509665,-0.000431882
Austria,1999,-0.001279945,-0.000417869,-0.001279945
Austria,2000,-0.001736796,-0.009787233,-0.001736796
Austria,2001,-0.001471735,-9.25218E-05,-0.001471735
Austria,2002,0.008917632,0.007223236,0.008917632
Austria,2003,0.008966055,0.01925605,0.008966055
Austria,2004,0.007642194,0.012889024,0.007642194
Austria,2005,0.006990523,0.004049516,0.006990523
Austria,2006,0.005142862,0.005297019,0.005142862
Austria,2007,0.003058439,0.013280019,0.003058439
Austria,2008,0.003178737,0.009081069,0.003178737
Austria,2009,0.003674314,-0.007046772,0.003674314
Austria,2010,0.003899122,-0.002201819,0.003899122
Austria,2011,0.002929323,0.008631852,0.002929323
Austria,2012,0.001746244,-0.005087968,0.001746244
Austria,2013,0.000410068,0.004263595,0.000410068
Bangladesh,1971,0.075913045,-0.026678784,0.075913045
Bangladesh,1972,0.08004812,0.020234788,0.08004812
Bangladesh,1973,0.081497405,0.015279379,0.081497405
Bangladesh,1974,0.071343771,0.034257037,0.071343771
Bangladesh,1975,0.05037568,0.005644185,0.05037568
Bangladesh,1976,0.04674594,0.017441955,0.04674594
Bangladesh,1977,0.043670267,0.005202541,0.043670267
Bangladesh,1978,0.04193623,0.043939905,0.04193623
Bangladesh,1979,0.041545977,0.022538729,0.041545977
Bangladesh,1980,0.042227351,0.018234188,0.042227351
Bangladesh,1981,0.039581395,-0.002372417,0.039581395
Bangladesh,1982,0.033497357,-0.022228723,0.033497357
Bangladesh,1983,0.033922299,-0.001158999,0.033922299
Bangladesh,1984,0.034174445,0.024911092,0.034174445
Bangladesh,1985,0.034044035,0.001881184,0.034044035
Bangladesh,1986,0.034182283,0.004865791,0.034182283
Bangladesh,1987,0.034457484,0.018423505,0.034457484
Bangladesh,1988,0.03514358,0.009084933,0.03514358
Bangladesh,1989,0.0359587,0.010144181,0.0359587
Bangladesh,1990,0.037275996,0.003224685,0.037275996
Bangladesh,1991,0.032348624,0.00751473,0.032348624
Bangladesh,1992,0.019505301,-0.000333572,0.019505301
Bangladesh,1993,0.020208532,0.001773722,0.020208532
Bangladesh,1994,0.020743532,0.006878009,0.020743532
Bangladesh,1995,0.021008712,0.016595623,0.021008712
Bangladesh,1996,0.02130305,0.004888176,0.02130305
Bangladesh,1997,0.021565478,0.002254357,0.021565478
Bangladesh,1998,0.02218855,0.00267533,0.02218855
Bangladesh,1999,0.022995253,0.004752873,0.022995253
Bangladesh,2000,0.024034341,-0.000443259,0.024034341
Bangladesh,2001,0.018455336,-0.003073493,0.018455336
Bangladesh,2002,0.011372795,0.003571825,0.011372795
Bangladesh,2003,0.012557818,0.012573499,0.012557818
Bangladesh,2004,0.013977443,0.010661385,0.013977443
Bangladesh,2005,0.015354843,0.002644705,0.015354843
Bangladesh,2006,0.016925155,0.00544691,0.016925155
Bangladesh,2007,0.018256674,0.019106535,0.018256674
Bangladesh,2008,0.019109478,0.021952779,0.019109478
Bangladesh,2009,0.019163297,0.015915425,0.019163297
Bangladesh,2010,0.018871753,0.015631477,0.018871753
Bangladesh,2011,0.018382362,0.009728721,0.018382362
Bangladesh,2012,0.018034063,0.004457443,0.018034063
Bangladesh,2013,0.017890918,0.024161848,0.017890918
Belgium,1971,0.003626518,0.013543029,0.003626518
Belgium,1972,0.001431242,0.0272515,0.001431242
Belgium,1973,0.002186631,0.029966303,0.002186631
Belgium,1974,0.002194222,0.018625476,0.002194222
Belgium,1975,0.002451596,0.018128591,0.002451596
Belgium,1976,0.003565456,0.00880645,0.003565456
Belgium,1977,0.004104555,0.016935034,0.004104555
Belgium,1978,0.004415462,0.02197644,0.004415462
Belgium,1979,0.004449399,0.014822887,0.004449399
Belgium,1980,0.00425259,0.009081775,0.00425259
Belgium,1981,0.004347496,-0.020333305,0.004347496
Belgium,1982,0.002562716,-0.013943287,0.002562716
Belgium,1983,0.002370092,-0.00605696,0.002370092
Belgium,1984,0.00230807,-0.00502079,0.00230807
Belgium,1985,0.001989271,0.003710683,0.001989271
Belgium,1986,0.001933065,0.036264351,0.001933065
Belgium,1987,0.00143632,0.023143658,0.00143632
Belgium,1988,-0.000887984,0.00844822,-0.000887984
Belgium,1989,-0.001347107,0.00099765,-0.001347107
Belgium,1990,-0.0006946,0.022727305,-0.0006946
Belgium,1991,-0.001426733,0.002176071,-0.001426733
Belgium,1992,-0.001764988,0.010575259,-0.001764988
Belgium,1993,-0.001620303,-0.004766028,-0.001620303
Belgium,1994,-0.000793914,0.008206836,-0.000793914
Belgium,1995,0.000193418,0.015752567,0.000193418
Belgium,1996,0.006920501,-0.003092404,0.006920501
Belgium,1997,0.006427451,-0.009952995,0.006427451
Belgium,1998,0.006725396,0.00203585,0.006725396
Belgium,1999,0.006567987,-0.000248294,0.006567987
Belgium,2000,0.006446302,-0.009113952,0.006446302
Belgium,2001,0.00540181,-0.000288702,0.00540181
Belgium,2002,0.004365162,0.008072326,0.004365162
Belgium,2003,0.004663035,0.020230443,0.004663035
Belgium,2004,0.00453293,0.014088827,0.00453293
Belgium,2005,0.003331282,0.003543755,0.003331282
Belgium,2006,0.002245963,0.004943539,0.002245963
Belgium,2007,0.00149596,0.01242461,0.00149596
Belgium,2008,0.000951334,0.008193319,0.000951334
Belgium,2009,0.000780897,-0.007097203,0.000780897
Belgium,2010,-0.002557507,-0.000944845,-0.002557507
Belgium,2011,-0.002763298,0.00754077,-0.002763298
Belgium,2012,0.001592079,-0.005759457,0.001592079
Belgium,2013,0.003967064,0.00435871,0.003967064
Bolivia,1971,0.014557564,0.010160154,0.014557564
Bolivia,1972,0.014526384,0.023684442,0.014526384
Bolivia,1973,0.014517435,-0.001538067,0.014517435
Bolivia,1974,0.014901066,0.084586102,0.014901066
Bolivia,1975,0.01538047,0.013958467,0.01538047
Bolivia,1976,0.01595897,0.01801605,0.01595897
Bolivia,1977,0.016047346,-0.002798689,0.016047346
Bolivia,1978,0.016451081,0.010220131,0.016451081
Bolivia,1979,0.016769748,0.008948213,0.016769748
Bolivia,1980,0.017073908,0.007605743,0.017073908
Bolivia,1981,0.017201671,0.011542169,0.017201671
Bolivia,1982,0.017525306,-0.001215198,0.017525306
Bolivia,1983,0.017795913,-0.004656539,0.017795913
Bolivia,1984,0.018132174,0.000806407,0.018132174
Bolivia,1985,0.018297829,-0.000269511,0.018297829
Bolivia,1986,0.018673499,-0.004407099,0.018673499
Bolivia,1987,0.018994187,0.004220422,0.018994187
Bolivia,1988,0.019327198,0.006148969,0.019327198
Bolivia,1989,0.019420143,0.000290493,0.019420143
Bolivia,1990,0.019672661,0.001226469,0.019672661
Bolivia,1991,0.019870176,0.010582859,0.019870176
Bolivia,1992,0.020302462,0.004676983,0.020302462
Bolivia,1993,0.021503574,-0.001130019,0.021503574
Bolivia,1994,0.021980425,0.00283396,0.021980425
Bolivia,1995,0.022518957,0.013912565,0.022518957
Bolivia,1996,0.009287518,0.010985954,0.009287518
Bolivia,1997,0.009851239,0.006902642,0.009851239
Bolivia,1998,0.010507664,0.007008279,0.010507664
Bolivia,1999,0.011056468,-0.006651487,0.011056468
Bolivia,2000,0.01161603,-0.001019224,0.01161603
Bolivia,2001,0.011998081,-0.007431788,0.011998081
Bolivia,2002,0.012555794,-0.007205938,0.012555794
Bolivia,2003,0.013205198,0.000398743,0.013205198
Bolivia,2004,0.014075859,0.009302261,0.014075859
Bolivia,2005,0.014900539,0.009724893,0.014900539
Bolivia,2006,0.015902357,0.023737427,0.015902357
Bolivia,2007,0.016741096,0.016836651,0.016741096
Bolivia,2008,0.017323711,0.030998146,0.017323711
Bolivia,2009,0.017576194,0.003103739,0.017576194
Bolivia,2010,0.017605378,0.014593052,0.017605378
Bolivia,2011,0.017569765,0.0239781,0.017569765
Bolivia,2012,0.017610728,0.013667123,0.017610728
Bolivia,2013,0.017749243,0.013517521,0.017749243
Brazil,1971,0.020580064,0.014607878,0.020580064
Brazil,1972,0.019121517,0.038135184,0.019121517
Brazil,1973,0.019508271,0.05209988,0.019508271
Brazil,1974,0.01990366,0.034367536,0.01990366
Brazil,1975,0.020130277,0.020452323,0.020130277
Brazil,1976,0.020427409,0.020816351,0.020427409
Brazil,1977,0.020593555,0.018173977,0.020593555
Brazil,1978,0.020956274,0.014408529,0.020956274
Brazil,1979,0.021281182,0.010164891,0.021281182
Brazil,1980,0.021717621,0.000443498,0.021717621
Brazil,1981,0.004706705,0.019343584,0.004706705
Brazil,1982,0.001572529,0.004514071,0.001572529
Brazil,1983,0.00210256,-0.04779998,0.00210256
Brazil,1984,0.002932613,0.001048725,0.002932613
Brazil,1985,0.003835344,0.006195547,0.003835344
Brazil,1986,0.004862134,0.022671088,0.004862134
Brazil,1987,0.005796051,0.009846544,0.005796051
Brazil,1988,0.006749672,0.012314701,0.006749672
Brazil,1989,0.007559497,0.038335082,0.007559497
Brazil,1990,0.008424909,0.006533349,0.008424909
Brazil,1991,0.009279384,-0.011237108,0.009279384
Brazil,1992,0.006531192,-0.007549309,0.006531192
Brazil,1993,0.006290244,0.012871881,0.006290244
Brazil,1994,0.006600021,0.043310971,0.006600021
Brazil,1995,0.006705099,0.033904137,0.006705099
Brazil,1996,0.006798584,0.008583089,0.006798584
Brazil,1997,0.006880234,0.002524576,0.006880234
Brazil,1998,0.007161058,-0.005498369,0.007161058
Brazil,1999,0.00756553,-0.044350588,0.00756553
Brazil,2000,0.008123186,0.009732197,0.008123186
Brazil,2001,0.001399873,-0.020128053,0.001399873
Brazil,2002,0.001191775,-0.0129824,0.001191775
Brazil,2003,0.001766243,0.009384966,0.001766243
Brazil,2004,0.002536031,0.021359968,0.002536031
Brazil,2005,0.003346358,0.033311392,0.003346358
Brazil,2006,0.004272512,0.02367377,0.004272512
Brazil,2007,0.005101341,0.025065791,0.005101341
Brazil,2008,0.005758985,0.020396236,0.005758985
Brazil,2009,0.00605461,-0.003238207,0.00605461
Brazil,2010,0.006213868,0.029985021,0.006213868
Brazil,2011,0.006289617,0.014605702,0.006289617
Brazil,2012,0.006414719,-0.011144964,0.006414719
Brazil,2013,0.006592775,-0.001152709,0.006592775
Bulgaria,1971,0.013595023,-0.002522345,0.013595023
Bulgaria,1972,0.014480014,0.021719165,0.014480014
Bulgaria,1973,0.013866027,0.02399817,0.013866027
Bulgaria,1974,0.01239898,0.010851704,0.01239898
Bulgaria,1975,0.014275802,-0.017633576,0.014275802
Bulgaria,1976,0.014806489,0.007558852,0.014806489
Bulgaria,1977,0.013880232,0.002599668,0.013880232
Bulgaria,1978,0.018046241,0.010556959,0.018046241
Bulgaria,1979,0.017808531,-0.054136768,0.017808531
Bulgaria,1980,0.015117501,0.019949298,0.015117501
Bulgaria,1981,0.015766539,0.018871917,0.015766539
Bulgaria,1982,0.016174104,0.011101078,0.016174104
Bulgaria,1983,0.01664435,0.009552157,0.01664435
Bulgaria,1984,0.016829239,0.008998559,0.016829239
Bulgaria,1985,0.019172842,0.007683874,0.019172842
Bulgaria,1986,0.009649222,0.008193468,0.009649222
Bulgaria,1987,-0.001850146,0.011272142,-0.001850146
Bulgaria,1988,-0.001504342,0.018406606,-0.001504342
Bulgaria,1989,0.011384484,0.001181461,0.011384484
Bulgaria,1990,0.017813096,-0.006757969,0.017813096
Bulgaria,1991,0.009569248,-0.115209661,0.009569248
Bulgaria,1992,0.010410858,0.019048761,0.010410858
Bulgaria,1993,0.003835331,0.034598619,0.003835331
Bulgaria,1994,-0.003593925,-0.013505611,-0.003593925
Bulgaria,1995,-0.0025387,0.043565214,-0.0025387
Bulgaria,1996,-0.00184741,-0.046417522,-0.00184741
Bulgaria,1997,-0.000898042,0.015629627,-0.000898042
Bulgaria,1998,-0.000323162,0.038230315,-0.000323162
Bulgaria,1999,-0.001388799,-0.007994263,-0.001388799
Bulgaria,2000,-0.002065441,-0.002044623,-0.002065441
Bulgaria,2001,0.011596747,0.010369363,0.011596747
Bulgaria,2002,0.030455695,0.018869097,0.030455695
Bulgaria,2003,0.017534857,0.034510317,0.017534857
Bulgaria,2004,0.015455098,0.027042344,0.015455098
Bulgaria,2005,0.015308095,0.016084106,0.015308095
Bulgaria,2006,0.012801937,0.017745073,0.012801937
Bulgaria,2007,0.02525144,0.031900238,0.02525144
Bulgaria,2008,0.011696132,0.024036887,0.011696132
Bulgaria,2009,0.011100231,-0.006000947,0.011100231
Bulgaria,2010,0.011247444,-0.002554116,0.011247444
Bulgaria,2011,0.011075575,0.016347791,0.011075575
Bulgaria,2012,0.010455889,-0.005716495,0.010455889
Bulgaria,2013,0.010244237,0.004828274,0.010244237
Burkina Faso,1971,0.058634828,0.00072461,0.058634828
Burkina Faso,1972,0.058520934,0.05171583,0.058520934
Burkina Faso,1973,0.057991063,0.027773638,0.057991063
Burkina Faso,1974,0.057688394,0.016521938,0.057688394
Burkina Faso,1975,0.057191344,0.032131013,0.057191344
Burkina Faso,1976,0.068740397,-0.012311523,0.068740397
Burkina Faso,1977,0.076611163,0.034499971,0.076611163
Burkina Faso,1978,0.076003365,0.045900779,0.076003365
Burkina Faso,1979,0.075002117,0.05131342,0.075002117
Burkina Faso,1980,0.073986385,0.01053728,0.073986385
Burkina Faso,1981,0.072527151,-0.017644118,0.072527151
Burkina Faso,1982,0.071627232,-0.01999339,0.071627232
Burkina Faso,1983,0.070858405,-0.021242859,0.070858405
Burkina Faso,1984,0.070567726,-0.025880084,0.070567726
Burkina Faso,1985,0.070095708,0.025106017,0.070095708
Burkina Faso,1986,0.040463596,0.046181278,0.040463596
Burkina Faso,1987,0.017241267,0.022591142,0.017241267
Burkina Faso,1988,0.017139979,0.012786351,0.017139979
Burkina Faso,1989,0.016834805,-0.004618127,0.016834805
Burkina Faso,1990,0.016699923,0.025089413,0.016699923
Burkina Faso,1991,0.016518149,-0.002723586,0.016518149
Burkina Faso,1992,0.016414775,0.007070115,0.016414775
Burkina Faso,1993,0.016125846,-0.0127213,0.016125846
Burkina Faso,1994,0.016005712,-0.094586979,0.016005712
Burkina Faso,1995,0.015817686,0.037929558,0.015817686
Burkina Faso,1996,0.0157024,0.010194095,0.0157024
Burkina Faso,1997,0.032508177,-0.015009703,0.032508177
Burkina Faso,1998,0.046223792,0.019873029,0.046223792
Burkina Faso,1999,0.045977605,0.005941473,0.045977605
Burkina Faso,2000,0.045820937,-0.029225793,0.045820937
Burkina Faso,2001,0.045373293,0.008300565,0.045373293
Burkina Faso,2002,0.045280774,0.017232684,0.045280774
Burkina Faso,2003,0.045106992,0.0435841,0.045106992
Burkina Faso,2004,0.045069986,0.01911344,0.045069986
Burkina Faso,2005,0.044750674,0.015552982,0.044750674
Burkina Faso,2006,0.044771894,0.00554667,0.044771894
